seed=1725239196
seed2=137
L=10
nstep=10000
tw=1
Jz=0
eps=5
alpha=0
Sz=0
pbc=0
type=1
beta=10
tau=0.001
Jxy=1
wc=10
ss=1
              1           -nan           -nan           -nan
              2             -1              0       -12.1498
              3           -1.2              0       -13.1145
              4           -1.2              0       -15.4941
              5           -1.2              0       -16.6839
              6          -1.24              0       -17.3976
              7           -1.3              0       -17.8573
              8       -1.28571              0       -18.3216
              9         -1.275              0       -18.6579
             10       -1.24444              0       -18.9393
             11          -1.22              0       -19.1644
             12       -1.18182              0       -19.3487
             13       -1.18182              0       -19.3487
             14       -1.18182              0       -19.3487
             15       -1.18182              0       -19.3487
             16       -1.18182              0       -19.3487
             17       -1.18182              0       -19.3487
             18       -1.18182              0       -19.3487
             19       -1.18182              0       -19.3487
             20       -1.18182              0       -19.3487
             21       -1.18182              0       -19.3487
             22       -1.18182              0       -19.3487
             23       -1.18182              0       -19.3487
             24       -1.18182              0       -19.3487
             25       -1.18182              0       -19.3487
             26       -1.18182              0       -19.3487
             27       -1.18182              0       -19.3487
             28       -1.18182              0       -19.3487
             29       -1.18182              0       -19.3487
             30       -1.18182              0       -19.3487
             31       -1.18182              0       -19.3487
             32       -1.18182              0       -19.3487
             33       -1.18182              0       -19.3487
             34       -1.18182              0       -19.3487
             35       -1.18182              0       -19.3487
             36       -1.18182              0       -19.3487
             37       -1.18182              0       -19.3487
             38       -1.18182              0       -19.3487
             39       -1.18182              0       -19.3487
             40       -1.18182              0       -19.3487
             41       -1.18182              0       -19.3487
             42       -1.18182              0       -19.3487
             43       -1.18182              0       -19.3487
             44       -1.18182              0       -19.3487
             45       -1.18182              0       -19.3487
             46       -1.18182              0       -19.3487
             47       -1.18182              0       -19.3487
             48       -1.18182              0       -19.3487
             49       -1.18182              0       -19.3487
             50       -1.18182              0       -19.3487
             51       -1.18182              0       -19.3487
             52       -1.18182              0       -19.3487
             53       -1.18182              0       -19.3487
             54       -1.18182              0       -19.3487
             55       -1.18182              0       -19.3487
             56       -1.18182              0       -19.3487
             57       -1.18182              0       -19.3487
             58       -1.18182              0       -19.3487
             59       -1.18182              0       -19.3487
             60       -1.18182              0       -19.3487
             61       -1.18182              0       -19.3487
             62       -1.18182              0       -19.3487
             63       -1.18182              0       -19.3487
             64       -1.18182              0       -19.3487
             65       -1.18182              0       -19.3487
             66       -1.18182              0       -19.3487
             67       -1.18182              0       -19.3487
             68       -1.18182              0       -19.3487
             69       -1.18182              0       -19.3487
             70       -1.18182              0       -19.3487
             71       -1.18182              0       -19.3487
             72       -1.18182              0       -19.3487
             73       -1.18182              0       -19.3487
             74       -1.18182              0       -19.3487
             75       -1.18182              0       -19.3487
             76       -1.18182              0       -19.3487
             77       -1.18182              0       -19.3487
             78       -1.18182              0       -19.3487
             79       -1.18182              0       -19.3487
             80       -1.18182              0       -19.3487
             81       -1.18182              0       -19.3487
             82       -1.18182              0       -19.3487
             83       -1.18182              0       -19.3487
             84       -1.18182              0       -19.3487
             85       -1.18182              0       -19.3487
             86       -1.18182              0       -19.3487
             87       -1.18182              0       -19.3487
             88       -1.18182              0       -19.3487
             89       -1.18182              0       -19.3487
             90       -1.18182              0       -19.3487
             91       -1.18182              0       -19.3487
             92       -1.18182              0       -19.3487
             93       -1.18182              0       -19.3487
             94       -1.18182              0       -19.3487
             95       -1.18182              0       -19.3487
             96       -1.18182              0       -19.3487
             97       -1.18182              0       -19.3487
             98       -1.18182              0       -19.3487
             99       -1.18182              0       -19.3487
            100       -1.18182              0       -19.3487
            101       -1.18182              0       -19.3487
            102       -1.18182              0       -19.3487
            103       -1.18182              0       -19.3487
            104       -1.18182              0       -19.3487
            105       -1.18182              0       -19.3487
            106       -1.18182              0       -19.3487
            107       -1.18182              0       -19.3487
            108       -1.18182              0       -19.3487
            109       -1.18182              0       -19.3487
            110       -1.18182              0       -19.3487
            111       -1.18182              0       -19.3487
            112       -1.18182              0       -19.3487
            113       -1.18182              0       -19.3487
            114       -1.18182              0       -19.3487
            115       -1.18182              0       -19.3487
            116       -1.18182              0       -19.3487
            117       -1.18182              0       -19.3487
            118       -1.18182              0       -19.3487
            119       -1.18182              0       -19.3487
            120       -1.18182              0       -19.3487
            121       -1.18182              0       -19.3487
            122       -1.18182              0       -19.3487
            123       -1.18182              0       -19.3487
            124       -1.18182              0       -19.3487
            125       -1.18182              0       -19.3487
            126       -1.18182              0       -19.3487
            127       -1.18182              0       -19.3487
            128       -1.18182              0       -19.3487
            129       -1.18182              0       -19.3487
            130       -1.18182              0       -19.3487
            131       -1.18182              0       -19.3487
            132       -1.18182              0       -19.3487
            133       -1.18182              0       -19.3487
            134       -1.18182              0       -19.3487
            135       -1.18182              0       -19.3487
            136       -1.18182              0       -19.3487
            137       -1.18182              0       -19.3487
            138       -1.18182              0       -19.3487
            139       -1.18182              0       -19.3487
            140       -1.18182              0       -19.3487
            141       -1.18182              0       -19.3487
            142       -1.18182              0       -19.3487
            143       -1.18182              0       -19.3487
            144       -1.18182              0       -19.3487
            145       -1.18182              0       -19.3487
            146       -1.18182              0       -19.3487
            147       -1.18182              0       -19.3487
            148       -1.18182              0       -19.3487
            149       -1.18182              0       -19.3487
            150       -1.18182              0       -19.3487
            151       -1.18182              0       -19.3487
            152       -1.18182              0       -19.3487
            153       -1.18182              0       -19.3487
            154       -1.18182              0       -19.3487
            155       -1.18182              0       -19.3487
            156       -1.18182              0       -19.3487
            157       -1.18182              0       -19.3487
            158       -1.18182              0       -19.3487
            159       -1.18182              0       -19.3487
            160       -1.18182              0       -19.3487
            161       -1.18182              0       -19.3487
            162       -1.18182              0       -19.3487
            163       -1.18182              0       -19.3487
            164       -1.18182              0       -19.3487
            165       -1.18182              0       -19.3487
            166       -1.18182              0       -19.3487
            167       -1.18182              0       -19.3487
            168       -1.18182              0       -19.3487
            169       -1.18182              0       -19.3487
            170       -1.18182              0       -19.3487
            171       -1.18182              0       -19.3487
            172       -1.18182              0       -19.3487
            173       -1.18182              0       -19.3487
            174       -1.18182              0       -19.3487
            175       -1.18182              0       -19.3487
            176       -1.18182              0       -19.3487
            177       -1.18182              0       -19.3487
            178       -1.18182              0       -19.3487
            179       -1.18182              0       -19.3487
            180       -1.18182              0       -19.3487
            181       -1.18182              0       -19.3487
            182       -1.18182              0       -19.3487
            183       -1.18182              0       -19.3487
            184       -1.18182              0       -19.3487
            185       -1.18182              0       -19.3487
            186       -1.18182              0       -19.3487
            187       -1.18182              0       -19.3487
            188       -1.18182              0       -19.3487
            189       -1.18182              0       -19.3487
            190       -1.18182              0       -19.3487
            191       -1.18182              0       -19.3487
            192       -1.18182              0       -19.3487
            193       -1.18182              0       -19.3487
            194       -1.18182              0       -19.3487
            195       -1.18182              0       -19.3487
            196       -1.18182              0       -19.3487
            197       -1.18182              0       -19.3487
            198       -1.18182              0       -19.3487
            199       -1.18182              0       -19.3487
            200       -1.18182              0       -19.3487
            201       -1.18182              0       -19.3487
            202       -1.18182              0       -19.3487
            203       -1.18182              0       -19.3487
            204       -1.18182              0       -19.3487
            205       -1.18182              0       -19.3487
            206       -1.18182              0       -19.3487
            207       -1.18182              0       -19.3487
            208       -1.18182              0       -19.3487
            209       -1.18182              0       -19.3487
            210       -1.18182              0       -19.3487
            211       -1.18182              0       -19.3487
            212       -1.18182              0       -19.3487
            213       -1.18182              0       -19.3487
            214       -1.18182              0       -19.3487
            215       -1.18182              0       -19.3487
            216       -1.18182              0       -19.3487
            217       -1.18182              0       -19.3487
            218       -1.18182              0       -19.3487
            219       -1.18182              0       -19.3487
            220       -1.18182              0       -19.3487
            221       -1.18182              0       -19.3487
            222       -1.18182              0       -19.3487
            223       -1.18182              0       -19.3487
            224       -1.18182              0       -19.3487
            225       -1.18182              0       -19.3487
            226       -1.18182              0       -19.3487
            227       -1.18182              0       -19.3487
            228       -1.18182              0       -19.3487
            229       -1.18182              0       -19.3487
            230       -1.18182              0       -19.3487
            231       -1.18182              0       -19.3487
            232       -1.18182              0       -19.3487
            233       -1.18182              0       -19.3487
            234       -1.18182              0       -19.3487
            235       -1.18182              0       -19.3487
            236       -1.18182              0       -19.3487
            237       -1.18182              0       -19.3487
            238       -1.18182              0       -19.3487
            239       -1.18182              0       -19.3487
            240       -1.18182              0       -19.3487
            241       -1.18182              0       -19.3487
            242       -1.18182              0       -19.3487
            243       -1.18182              0       -19.3487
            244       -1.18182              0       -19.3487
            245       -1.18182              0       -19.3487
            246       -1.18182              0       -19.3487
            247       -1.18182              0       -19.3487
            248       -1.18182              0       -19.3487
            249       -1.18182              0       -19.3487
            250       -1.18182              0       -19.3487
            251       -1.18182              0       -19.3487
            252       -1.18182              0       -19.3487
            253       -1.18182              0       -19.3487
            254       -1.18182              0       -19.3487
            255       -1.18182              0       -19.3487
            256       -1.18182              0       -19.3487
            257       -1.18182              0       -19.3487
            258       -1.18182              0       -19.3487
            259       -1.18182              0       -19.3487
            260       -1.18182              0       -19.3487
            261       -1.18182              0       -19.3487
            262       -1.18182              0       -19.3487
            263       -1.18182              0       -19.3487
            264       -1.18182              0       -19.3487
            265       -1.18182              0       -19.3487
            266       -1.18182              0       -19.3487
            267       -1.18182              0       -19.3487
            268       -1.18182              0       -19.3487
            269       -1.18182              0       -19.3487
            270       -1.18182              0       -19.3487
            271       -1.18182              0       -19.3487
            272       -1.18182              0       -19.3487
            273       -1.18182              0       -19.3487
            274       -1.18182              0       -19.3487
            275       -1.18182              0       -19.3487
            276       -1.18182              0       -19.3487
            277       -1.18182              0       -19.3487
            278       -1.18182              0       -19.3487
            279       -1.18182              0       -19.3487
            280       -1.18182              0       -19.3487
            281       -1.18182              0       -19.3487
            282       -1.18182              0       -19.3487
            283       -1.18182              0       -19.3487
            284       -1.18182              0       -19.3487
            285       -1.18182              0       -19.3487
            286       -1.18182              0       -19.3487
            287       -1.18182              0       -19.3487
            288       -1.18182              0       -19.3487
            289       -1.18182              0       -19.3487
            290       -1.18182              0       -19.3487
            291       -1.18182              0       -19.3487
