seed=1725278593
seed2=112
L=10
nstep=10000
tw=1
Jz=0
eps=5
alpha=0
Sz=0
pbc=0
type=1
beta=10
tau=0.001
Jxy=1
wc=10
ss=1
              1           -nan           -nan           -nan
              2           -nan           -nan           -nan
              3           -nan           -nan           -nan
              4           -1.4              0        -16.294
              5           -1.5              0       -17.2001
              6       -1.53333              0       -18.3806
              7          -1.65              0       -18.9096
              8          -1.64              0       -19.4446
              9       -1.56667              0       -19.8031
             10       -1.51429              0       -20.1778
             11         -1.425              0       -20.4787
             12       -1.35556              0       -20.7431
             13          -1.32              0       -21.0593
             14       -1.32727              0       -21.3292
             15       -1.31667              0       -21.8155
             16       -1.29231              0       -22.2498
             17       -1.27143              0        -22.633
             18          -1.24              0        -22.958
             19           -1.2              0       -23.2454
             20       -1.16471              0        -23.521
             21       -1.13333              0        -23.766
             22       -1.09474              0       -23.9859
             23          -1.06              0       -24.2321
             24       -1.02857              0       -24.4977
             25             -1              0       -24.7393
             26      -0.965217              0       -25.0029
             27      -0.933333              0       -25.2894
             28         -0.904              0        -25.553
             29      -0.876923              0       -25.7963
             30      -0.859259              0       -26.0207
             31      -0.835714              0       -26.2299
             32       -0.82069              0       -26.4221
             33      -0.806667              0       -26.6038
             34      -0.793548              0        -26.771
             35       -0.78125              0       -26.9278
             36      -0.769697              0        -27.075
             37      -0.758824              0       -27.2137
             38      -0.748571              0       -27.3443
             39      -0.738889              0       -27.4678
             40       -0.72973              0       -27.5845
             41      -0.726316              0       -27.6883
             42      -0.723077              0       -27.7866
             43         -0.725              0       -27.8775
             44      -0.726829              0        -27.964
             45      -0.719048              0       -28.0567
             46      -0.711628              0       -28.1452
             47      -0.704545              0       -28.2296
             48      -0.693333              0       -28.3104
             49      -0.682609              0       -28.3877
             50      -0.668085              0       -28.4639
             51      -0.654167              0       -28.5369
             52      -0.640816              0        -28.607
             53         -0.628              0       -28.6742
             54      -0.619608              0       -28.7352
             55      -0.611538              0       -28.7939
             56           -0.6              0       -28.8538
             57      -0.588889              0       -28.9115
             58      -0.578182              0       -28.9671
             59      -0.571429              0        -29.019
             60      -0.561404              0       -29.0708
             61      -0.551724              0       -29.1208
             62      -0.542373              0        -29.169
             63      -0.533333              0       -29.2157
             64       -0.52459              0       -29.2609
             65      -0.516129              0       -29.3046
             66      -0.507937              0       -29.3469
             67           -0.5              0       -29.3878
             68      -0.492308              0       -29.4275
             69      -0.484848              0       -29.4661
             70      -0.477612              0       -29.5034
             71      -0.470588              0       -29.5397
             72      -0.463768              0       -29.5749
             73      -0.457143              0       -29.6091
             74      -0.450704              0       -29.6424
             75      -0.444444              0       -29.6747
             76      -0.441096              0       -29.7041
             77      -0.435135              0       -29.7347
             78      -0.429333              0       -29.7645
             79      -0.423684              0       -29.7935
             80      -0.418182              0       -29.8218
             81      -0.412821              0       -29.8493
             82      -0.410127              0       -29.8745
             83         -0.405              0       -29.9007
             84      -0.402469              0       -29.9244
             85           -0.4              0       -29.9437
             86       -0.39759              0       -29.9675
             87      -0.392857              0       -29.9913
             88      -0.388235              0       -30.0146
             89      -0.383721              0       -30.0373
             90       -0.37931              0       -30.0595
             91         -0.375              0       -30.0812
             92      -0.370787              0       -30.1024
             93      -0.366667              0       -30.1232
             94      -0.362637              0       -30.1435
             95       -0.36087              0       -30.1616
             96       -0.35914              0       -30.1794
             97      -0.355319              0       -30.1984
             98      -0.351579              0        -30.217
             99      -0.347917              0       -30.2353
            100       -0.34433              0       -30.2532
            101      -0.340816              0       -30.2707
            102      -0.337374              0       -30.2878
            103         -0.334              0       -30.3047
            104      -0.330693              0       -30.3211
            105      -0.327451              0       -30.3373
            106      -0.324272              0       -30.3531
            107      -0.321154              0       -30.3687
            108      -0.318095              0       -30.3839
            109      -0.316981              0       -30.3983
            110      -0.317757              0       -30.4114
            111      -0.316667              0       -30.4253
            112      -0.315596              0       -30.4389
            113      -0.312727              0       -30.4528
