seed=1725239196
seed2=265
L=10
nstep=10000
tw=1
Jz=0
eps=5
alpha=0
Sz=0
pbc=0
type=1
beta=10
tau=0.001
Jxy=1
wc=10
ss=1
              1           -nan           -nan           -nan
              2           -nan           -nan           -nan
              3           -nan           -nan           -nan
              4           -nan           -nan           -nan
              5           -nan           -nan           -nan
              6           -nan           -nan           -nan
              7           -nan           -nan           -nan
              8           -nan           -nan           -nan
              9           -nan           -nan           -nan
             10           -1.4              0       -16.5735
             11           -1.5              0        -16.542
             12       -1.53333              0       -16.5315
             13          -1.65              0       -16.5982
             14          -1.72              0       -16.6382
             15          -1.72              0       -16.6382
             16          -1.72              0       -16.6382
             17          -1.72              0       -16.6382
             18          -1.72              0       -16.6382
             19          -1.72              0       -16.6382
             20          -1.72              0       -16.6382
             21          -1.72              0       -16.6382
             22          -1.72              0       -16.6382
             23          -1.72              0       -16.6382
             24          -1.72              0       -16.6382
             25          -1.72              0       -16.6382
             26          -1.72              0       -16.6382
             27          -1.72              0       -16.6382
             28          -1.72              0       -16.6382
             29          -1.72              0       -16.6382
             30          -1.72              0       -16.6382
             31          -1.72              0       -16.6382
             32          -1.72              0       -16.6382
             33          -1.72              0       -16.6382
             34          -1.72              0       -16.6382
             35          -1.72              0       -16.6382
             36          -1.72              0       -16.6382
             37          -1.72              0       -16.6382
             38          -1.72              0       -16.6382
             39          -1.72              0       -16.6382
             40          -1.72              0       -16.6382
             41          -1.72              0       -16.6382
             42          -1.72              0       -16.6382
             43          -1.72              0       -16.6382
             44          -1.72              0       -16.6382
             45          -1.72              0       -16.6382
             46          -1.72              0       -16.6382
             47          -1.72              0       -16.6382
             48          -1.72              0       -16.6382
             49          -1.72              0       -16.6382
             50          -1.72              0       -16.6382
             51          -1.72              0       -16.6382
             52          -1.72              0       -16.6382
             53          -1.72              0       -16.6382
             54          -1.72              0       -16.6382
             55          -1.72              0       -16.6382
             56          -1.72              0       -16.6382
             57          -1.72              0       -16.6382
             58          -1.72              0       -16.6382
             59          -1.72              0       -16.6382
             60          -1.72              0       -16.6382
             61          -1.72              0       -16.6382
             62          -1.72              0       -16.6382
             63          -1.72              0       -16.6382
             64          -1.72              0       -16.6382
             65          -1.72              0       -16.6382
             66          -1.72              0       -16.6382
             67          -1.72              0       -16.6382
             68          -1.72              0       -16.6382
             69          -1.72              0       -16.6382
             70          -1.72              0       -16.6382
             71          -1.72              0       -16.6382
             72          -1.72              0       -16.6382
             73          -1.72              0       -16.6382
             74          -1.72              0       -16.6382
             75          -1.72              0       -16.6382
             76          -1.72              0       -16.6382
             77          -1.72              0       -16.6382
             78          -1.72              0       -16.6382
             79          -1.72              0       -16.6382
             80          -1.72              0       -16.6382
             81          -1.72              0       -16.6382
             82          -1.72              0       -16.6382
             83          -1.72              0       -16.6382
             84          -1.72              0       -16.6382
             85          -1.72              0       -16.6382
             86          -1.72              0       -16.6382
             87          -1.72              0       -16.6382
             88          -1.72              0       -16.6382
             89          -1.72              0       -16.6382
             90          -1.72              0       -16.6382
             91          -1.72              0       -16.6382
             92          -1.72              0       -16.6382
             93          -1.72              0       -16.6382
             94          -1.72              0       -16.6382
             95          -1.72              0       -16.6382
             96          -1.72              0       -16.6382
             97          -1.72              0       -16.6382
             98          -1.72              0       -16.6382
             99          -1.72              0       -16.6382
            100          -1.72              0       -16.6382
            101          -1.72              0       -16.6382
            102          -1.72              0       -16.6382
            103          -1.72              0       -16.6382
            104          -1.72              0       -16.6382
            105          -1.72              0       -16.6382
            106          -1.72              0       -16.6382
            107          -1.72              0       -16.6382
            108          -1.72              0       -16.6382
            109          -1.72              0       -16.6382
            110          -1.72              0       -16.6382
            111          -1.72              0       -16.6382
            112          -1.72              0       -16.6382
            113          -1.72              0       -16.6382
            114          -1.72              0       -16.6382
            115          -1.72              0       -16.6382
            116          -1.72              0       -16.6382
            117          -1.72              0       -16.6382
            118          -1.72              0       -16.6382
